STT,CUS_CIF_NBR,CUS_MAIL,CUS_PHONE
915,3758,BuiThanhHoa.0x2ba@outlook.com,0122439439
916,731,NgoThuyAnh.zbsv0@yahoo.com,0121019019
917,1729,NgoDuyTam.jvcrw@yahoo.com,0121251251
918,5440,TruongTueMan.3duqn@outlook.com,0123968968
919,4531,DoNhatQuang.86zqw@yahoo.com,0124108108
920,2937,VoQuynhLam.uuwrd@yahoo.com,0122568568
921,1452,BuiThienKhanh.xqq9x@yahoo.com,0123205205
922,8127,PhanMaiKhanh.f0e18@yahoo.com,0121092092
923,3115,DuongTungMinh.6wopa@outlook.com,0120470470
924,6011,HoangXuanNgoc.hkb90@gmail.com,0122618618
925,7890,LyDinhLuan.2ao34@outlook.com,0124461461
926,8653,LyDucTam.zzkea@outlook.com,0121575575
927,3211,PhanHaiNgan.vill3@yahoo.com,0123192192
928,2177,DuongPhongChau.vzn9k@gmail.com,0120773773
929,5107,DuongQuocQuang.43fwg@outlook.com,0123488488
930,9074,BuiQuynhLien.v9gd4@gmail.com,0121271271
931,9064,LeTuQuyen.f327t@outlook.com,0124491491
932,4257,PhanTamNhi.mc207@yahoo.com,0122203203
933,2025,BuiDuyenNuong.c74ut@outlook.com,0120827827
934,5788,DuongThienMy.gjaxd@yahoo.com,0120670670
935,4196,DangHuuThong.2jwe1@yahoo.com,0123448448
936,8606,DangHoangKim.5soac@gmail.com,0124196196
937,8472,HoangTrungChuyen.z5fk6@outlook.com,0123617617
938,7188,HoHoaTien.spip4@gmail.com,0121942942
939,4594,DoPhungViet.q5uea@outlook.com,0124782782
940,3494,NgoQuangDat.8svxa@outlook.com,0121258258
941,6593,VuPhuongThao.g2ute@outlook.com,0120471471
942,7956,DangSonTrang.r2btm@gmail.com,0121566566
943,4821,VuCongHai.6pjy5@yahoo.com,0124000000
944,8984,TranThienPhuong.uy8fe@yahoo.com,0121139139
945,8878,NgoMaiTam.vrd0s@yahoo.com,0120613613
946,7524,VoNgocLe.qo16h@gmail.com,0120747747
947,4308,TranBichSan.hqko9@yahoo.com,0122624624
948,3404,HoangHoaiPhuong.8iygl@yahoo.com,0120963963
949,1126,BuiLamTuong.xjwlb@yahoo.com,0121612612
950,6181,TranManhThang.i45ut@outlook.com,0123436436
951,5267,HoangMinhThuong.uvtik@outlook.com,0122501501
952,9728,DoMyDiem.u4t3z@outlook.com,0120384384
953,219,TranDiemHuong.x6ocv@gmail.com,0120224224
954,3015,VoMinhDanh.0582q@gmail.com,0123825825
955,7987,NguyenMyYen.eflj0@gmail.com,0124066066
956,5389,PhanThienHa.wy3zr@gmail.com,0124184184
957,1068,TranKhaiHoa.jgg66@gmail.com,0121802802
958,529,HoangKhaKhanh.5x6jh@gmail.com,0120473473
959,3764,LyHaoNghiep.l602n@yahoo.com,0123400400
960,3571,TruongLeThuy.k206w@outlook.com,0122848848
961,4352,BuiVietSon.qkvlw@yahoo.com,0121421421
962,154,LeDieuNuong.zp2az@outlook.com,0121709709
963,4296,LyTruongVu.47kcg@gmail.com,0124339339
964,8476,HoangThuyAnh.9b3bz@yahoo.com,0123271271
965,5242,VoMinhHa.0gnoq@yahoo.com,0124783783
966,5949,LyDuyCan.ad08y@yahoo.com,0120208208
967,7773,TranXuanxanh.5uot5@yahoo.com,0121181181
968,4130,NgoAnhTu.4lmf1@outlook.com,0124634634
969,5512,PhamNgocNu.rh9k8@yahoo.com,0122182182
970,7565,NguyenThuyNga.hwwp6@gmail.com,0120045045
971,831,NguyenHienChung.hpe5j@gmail.com,0121692692
972,9563,PhamPhungViet.uj9c7@outlook.com,0123726726
973,7284,VuBaoHuynh.5a3td@yahoo.com,0120276276
974,2878,HoThaiMinh.xka1c@yahoo.com,0120765765
975,7328,NguyenDuyHieu.9wame@outlook.com,0123533533
976,571,NguyenHongThuy.0x82s@outlook.com,0120791791
977,8682,NguyenHongThao.02m01@outlook.com,0122635635
978,110,VoSyThuc.qo19i@yahoo.com,0124558558
979,7704,LeDanThu.gs29a@yahoo.com,0122174174
980,6104,HoangVinhLong.xm13n@gmail.com,0123542542
981,9567,PhamThuThuan.m6ezl@yahoo.com,0120081081
982,156,DoDaLan.lbhrl@outlook.com,0120537537
983,9350,TranThuongNang.e4xqy@outlook.com,0122814814
984,903,TruongKienGiang.5eng7@gmail.com,0120084084
985,7799,LyPhuongNhi.qby6s@outlook.com,0121389389
986,2457,HuynhNhatTan.dqow1@yahoo.com,0122783783
987,7630,NguyenDucHoa.ogx39@gmail.com,0122273273
988,4075,BuiBichNgan.0pwns@gmail.com,0121129129
989,8600,DangHongNhung.rgefc@gmail.com,0124281281
990,9456,PhamDucTho.p69vj@outlook.com,0122270270
991,5735,PhanThuongThuong.nt1d7@gmail.com,0120451451
992,2391,PhanHuyChieu.5dknb@outlook.com,0122575575
993,2469,HuynhCongHau.5mcu8@gmail.com,0120288288
994,2534,HuynhAnCo.ddrk8@yahoo.com,0121339339
995,5961,VoNhatDuy.lcuz6@yahoo.com,0122716716
996,1872,DangXuanCao.iv4nk@outlook.com,0121662662
997,9160,LeCaoSy.ohhwb@gmail.com,0123105105
998,3923,BuiTraGiang.a9iav@yahoo.com,0122624624
999,4858,HuynhPhuongQuan.ea6cm@outlook.com,0120349349
1000,4690,NgoMinhYen.9xwe0@yahoo.com,0123255255
1001,6744,VuVyLam.5egi3@gmail.com,0120723723
